1;2;8;0.3769685174625262
2;1;1;0.04188539082916959
3;2;9;0.41885390829169517
4;1;1;0.04188539082916947
5;2;2;0.1256561724875089
6;2;1;0.08377078165833897
7;2;1;0.08377078165833919
8;2;3;0.1675415633166784
9;2;1;0.08377078165833893
10;2;4;0.20942695414584764
11;2;1;0.08377078165833904
12;2;3;0.1675415633166782
13;2;1;0.08377078165833925
14;2;3;0.16754156331667838
15;2;1;0.08377078165833879
16;2;1;0.08377078165833941
17;2;1;0.0837707816583395
18;2;2;0.12565617248750827
19;2;2;0.12565617248750796
20;2;1;0.08377078165833887
21;2;2;0.12565617248750854
22;2;2;0.12565617248750813
23;2;1;0.0837707816583386
24;2;1;0.08377078165833939
25;2;1;0.0837707816583393
26;2;1;0.08377078165833932
27;2;1;0.08377078165833893
28;2;1;0.0837707816583392
29;2;1;0.08377078165833926
30;2;1;0.08377078165833923
31;2;1;0.08377078165833919
32;1;1;0.04188539082916958
33;2;2;0.12565617248750874
34;2;1;0.08377078165833911
35;1;1;0.041885390829169644
36;2;1;0.08377078165833941
37;2;1;0.0837707816583395
38;2;1;0.08377078165833926
39;1;1;0.04188539082916979
40;2;1;0.08377078165833947
41;2;1;0.08377078165833922
42;2;1;0.08377078165833933
43;2;1;0.08377078165833927
44;2;7;0.3350831266333566
45;2;1;0.08377078165833916
46;2;1;0.08377078165833905
47;1;1;0.04188539082916963
48;2;2;0.1256561724875086
49;2;3;0.16754156331667813
50;2;1;0.08377078165833914
51;2;1;0.08377078165833904
52;2;1;0.08377078165833902
53;2;1;0.08377078165833894
54;2;1;0.0837707816583389
55;2;1;0.08377078165833896
56;2;1;0.08377078165833905
57;2;1;0.08377078165833918
58;1;1;0.04188539082916946
59;1;1;0.0418853908291696
60;1;1;0.04188539082916963
61;1;1;0.041885390829169596
62;2;2;0.12565617248750877
63;2;1;0.08377078165833914
64;1;1;0.04188539082916949
65;1;1;0.04188539082916951
66;1;1;0.041885390829169436
67;1;1;0.041885390829169394
68;1;1;0.041885390829169485
69;1;1;0.04188539082916953
