Node;Betweeness Centrality
CPT3-PE1;0.3107705709986537
CPT1-IR1;0.127391700324701
BFN3-PE1;0.09101528470737323
BFN2-PE1;0.08585273620020599
DUR3-PE1;0.0719440484675694
CPT2-PE1;0.06490654945751166
JNB2-PE1;0.055793141680525925
ELS1-PE1;0.055614952086798244
CPT6-PE1;0.05483883741189516
BFN1-PE1;0.04620060188484984
CPT-GREYSS1-TSN272-UCTDOR;0.03949869327631266
ZEH1-PE1;0.03860279559673715
CPT9-PE1;0.034968717826878895
CPT-GREYCBD1-TSN24-NLSA;0.033093767323988325
VDP1-PE1;0.028158905519917635
CAR-TSN237-SKA-CAR-PE;0.026609645996673793
CPT-GREYSS1-TSN768-UCTCAN;0.026609645996673793
CPT-GREYCBD2-TSN164-UCTBS;0.026463134552942115
